TRACKINGTASKDESCR,SERIALNUMBER,TIMESTAMP
TouchUP Assembly Line 1,151635004005,2016-08-31 10:14:46.193
Start Assembly Line 3,151635005912,2016-09-01 08:31:24.407
Start Assembly Line 3,151635009126,2016-09-02 08:49:24.473
Start Assembly Line 3,151635009137,2016-09-02 09:01:18.807
Start Assembly Line 3,151636001170,2016-09-02 12:18:08.317
TouchUP Assembly Line 1,151638005445,2016-10-06 15:17:38.673
Start Assembly Line 4,151641000360,2016-10-11 09:01:14.473
TouchUP Assembly Line 4,151641000360,2016-10-11 09:43:31.060
TouchUP Assembly Line 1,151640006988,2016-10-13 10:29:06.547
Start Assembly Line 4,151641006690,2016-10-14 11:04:59.133
TouchUP Assembly Line 4,151641006690,2016-10-14 11:47:07.790
Start Assembly Line 4,151649000093,2016-12-02 15:01:53.890
TouchUP Assembly Line 4,151649000093,2016-12-02 15:42:16.050
TouchUP Assembly Line 1,151649002144,2016-12-06 12:17:56.377
Start Assembly Line 4,151647002865,2016-12-07 08:38:27.293
Start Assembly Line 4,151518005797,2015-04-24 15:52:32.380
TouchUP Assembly Line 4,151518005797,2015-04-24 16:35:41.853
Start Assembly Line 4,151523007393,2015-06-18 08:45:51.827
TouchUP Assembly Line 4,151523007393,2015-06-18 09:24:28.180
Start Assembly Line 4,151524001650,2015-06-18 13:32:29.430
TouchUP Assembly Line 4,151524001650,2015-06-18 14:07:23.863
Start Assembly Line 4,151526002971,2015-06-23 08:51:33.947
TouchUP Assembly Line 4,151526002971,2015-06-23 09:26:10.820
Start Assembly Line 4,151535003021,2015-08-25 15:28:56.880
TouchUP Assembly Line 4,151535003021,2015-08-25 16:09:53.757
Start Assembly Line 4,151535011538,2015-08-27 08:25:13.507
TouchUP Assembly Line 4,151535011538,2015-08-27 09:07:03.913
Start Assembly Line 4,151535010207,2015-08-31 09:01:29.440
Start Assembly Line 4,151535010220,2015-08-31 09:22:14.100
TouchUP Assembly Line 4,151535010207,2015-08-31 09:37:58.883
TouchUP Assembly Line 4,151535010220,2015-08-31 10:10:28.237
Start Assembly Line 3,151541002691,2015-10-09 13:35:06.347
Start Assembly Line 4,151603005696,2016-01-21 09:10:01.183
TouchUP Assembly Line 4,151603005696,2016-01-21 09:42:04.977
Start Assembly Line 4,151603005626,2016-01-21 11:48:27.177
TouchUP Assembly Line 4,151603005626,2016-01-21 12:20:35.410
Start Assembly Line 3,151603005442,2016-01-27 09:02:54.747
Start Assembly Line 3,151608007667,2016-03-02 08:26:12.073
TouchUP Assembly Line 1,151610004503,2016-03-07 13:53:58.570
Start Assembly Line 3,151610001622,2016-03-07 15:28:00.887
Start Assembly Line 4,151611002247,2016-03-10 13:40:31.210
TouchUP Assembly Line 4,151611002247,2016-03-10 14:10:53.290
Start Assembly Line 4,151617005297,2016-04-28 13:05:57.460
TouchUP Assembly Line 4,151617005297,2016-04-28 13:40:12.057
Start Assembly Line 3,151617003090,2016-04-29 11:12:17.817
Start Assembly Line 4,151618001706,2016-05-02 08:41:01.740
TouchUP Assembly Line 4,151618001706,2016-05-02 09:12:28.823
TouchUP Assembly Line 1,151624006254,2016-06-24 16:08:11.210
Start Assembly Line 3,151628006123,2016-07-25 10:43:33.350
Start Assembly Line 3,151628006131,2016-07-25 10:57:54.147
Start Assembly Line 3,151634006176,2016-09-16 14:23:27.630
Start Assembly Line 3,151634006186,2016-09-16 14:34:26.460
Start Assembly Line 3,151634009522,2016-09-21 13:41:56.693
Start Assembly Line 3,151638006927,2016-09-22 11:15:30.890
Start Assembly Line 3,151645005062,2016-11-10 12:13:14.263
Start Assembly Line 3,151702003312,2017-01-12 14:12:31.887
Start Assembly Line 4,151703003883,2017-01-17 11:46:06.170
Start Assembly Line 4,151703003885,2017-01-17 11:49:26.100
TouchUP Assembly Line 4,151703003883,2017-01-17 12:25:59.120
TouchUP Assembly Line 4,151703003885,2017-01-17 12:29:34.027
Start Assembly Line 4,151507007778,2015-02-13 11:17:49.130
TouchUP Assembly Line 4,151507007778,2015-02-13 11:59:15.283
Start Assembly Line 4,151514004746,2015-04-03 14:00:04.177
TouchUP Assembly Line 4,151514004746,2015-04-03 14:39:20.423
TouchUP Assembly Line 1,151515002840,2015-04-09 13:49:10.970
Start Assembly Line 4,151521005450,2015-05-27 13:54:22.363
TouchUP Assembly Line 4,151521005450,2015-05-27 14:28:26.290
Start Assembly Line 3,151531010863,2015-07-29 15:04:55.297
Start Assembly Line 3,151532002751,2015-08-03 08:24:00.927
TouchUP Assembly Line 4,151539001153,2015-09-25 16:26:54.707
TouchUP Assembly Line 1,151540002336,2015-10-02 09:29:56.393
TouchUP Assembly Line 1,151602000320,2016-01-12 11:23:00.273
Start Assembly Line 4,151602001608,2016-01-12 15:56:46.767
Start Assembly Line 4,151602001615,2016-01-12 16:06:19.323
TouchUP Assembly Line 4,151602001608,2016-01-12 16:29:03.320
TouchUP Assembly Line 4,151602001615,2016-01-12 16:38:26.763
Start Assembly Line 3,151607005752,2016-02-24 14:30:10.240
Start Assembly Line 4,151608009760,2016-02-26 10:33:58.953
TouchUP Assembly Line 4,151608009760,2016-02-26 11:06:18.713
TouchUP Assembly Line 1,151609004325,2016-03-01 10:28:52.920
Start Assembly Line 3,151609003882,2016-03-01 12:26:57.493
TouchUP Assembly Line 1,151615005921,2016-04-14 09:54:35.090
Start Assembly Line 3,151447004663,2014-11-17 13:45:19.627
Start Assembly Line 4,151449000309,2014-11-18 15:43:02.230
TouchUP Assembly Line 4,151449000309,2014-11-18 16:50:04.063
Inventary,151446004657,2014-12-24 10:00:00.000
Start Assembly Line 3,151507006361,2015-02-12 13:46:28.287
Start Assembly Line 4,151507001687,2015-02-13 14:36:30.397
TouchUP Assembly Line 4,151507001687,2015-02-13 15:30:06.363
Start Assembly Line 3,151508004245,2015-02-16 15:02:40.253
Start Assembly Line 4,151514004723,2015-04-03 12:17:18.053
TouchUP Assembly Line 4,151514004723,2015-04-03 14:03:07.577
TouchUP Assembly Line 1,151516004082,2015-04-14 13:35:37.003
Start Assembly Line 4,151523000829,2015-05-28 15:24:40.723
TouchUP Assembly Line 4,151523000829,2015-05-29 08:11:25.593
Start Assembly Line 3,151538004041,2015-09-25 16:36:02.353
Start Assembly Line 3,151540001291,2015-10-05 11:33:17.967
Start Assembly Line 3,151540001809,2015-10-06 11:43:18.293
Start Assembly Line 3,151540002874,2015-10-07 08:54:49.647
Start Assembly Line 3,151540003008,2015-10-08 10:08:13.153
Start Assembly Line 3,151552003707,2015-12-22 16:19:36.933
Start Assembly Line 3,151602004659,2016-01-11 08:10:38.873
Start Assembly Line 4,151602001585,2016-01-12 15:26:09.047
TouchUP Assembly Line 4,151602001585,2016-01-12 15:59:20.957
TouchUP Assembly Line 1,151607009057,2016-02-19 14:26:56.177
Start Assembly Line 3,151608002107,2016-02-23 11:12:05.200
TouchUP Assembly Line 1,151608006990,2016-02-24 14:06:15.710
Start Assembly Line 3,151607007801,2016-02-26 11:30:17.170
Start Assembly Line 3,151607007823,2016-02-26 11:54:06.493
TouchUP Assembly Line 1,151609002327,2016-02-29 10:18:56.027
Start Assembly Line 3,151609001587,2016-02-29 14:46:01.410
Start Assembly Line 3,151608004404,2016-03-01 11:36:57.690
Start Assembly Line 4,151616006679,2016-04-21 09:00:44.640
Start Assembly Line 4,151616006680,2016-04-21 09:01:58.413
TouchUP Assembly Line 4,151616006679,2016-04-21 09:30:57.487
TouchUP Assembly Line 4,151616006680,2016-04-21 09:32:21.180
Start Assembly Line 4,151616006435,2016-04-22 11:26:09.850
TouchUP Assembly Line 4,151616006435,2016-04-22 13:46:22.920
Start Assembly Line 4,151620006463,2016-06-01 08:14:10.853
TouchUP Assembly Line 4,151620006463,2016-06-01 08:46:10.873
TouchUP Assembly Line 1,151621006938,2016-06-01 13:35:30.180
TouchUP Assembly Line 1,151621006928,2016-06-06 08:56:38.030
Start Assembly Line 3,151624002368,2016-06-14 14:22:46.590
TouchUP Assembly Line 4,151629004697,2016-08-01 13:39:43.840
Start Assembly Line 3,151630001768,2016-08-02 11:43:55.097
Start Assembly Line 4,151625002095,2016-08-04 08:15:30.517
TouchUP Assembly Line 4,151625002095,2016-08-04 08:45:33.440
Start Assembly Line 3,151448002727,2014-12-03 15:03:49.253
TouchUP Assembly Line 1,151509006651,2015-03-02 14:59:51.577
TouchUP Assembly Line 1,151511000367,2015-03-09 08:53:19.480
Start Assembly Line 4,151517004976,2015-04-29 15:12:09.910
TouchUP Assembly Line 4,151517004976,2015-04-29 15:46:22.257
TouchUP Assembly Line 1,151522008931,2015-06-29 10:54:12.387
Start Assembly Line 3,151536007292,2015-09-07 11:46:45.900
Start Assembly Line 3,151536007294,2015-09-07 11:50:05.813
Start Assembly Line 4,151536008212,2015-09-09 14:43:21.650
TouchUP Assembly Line 4,151536008212,2015-09-09 15:29:35.137
TouchUP Assembly Line 1,151537001508,2015-09-09 15:32:50.417
TouchUP Assembly Line 1,151537001511,2015-09-09 15:37:34.093
Start Assembly Line 3,151543005038,2015-10-20 10:42:45.550
Start Assembly Line 3,151543005058,2015-10-20 11:10:11.867
Start Assembly Line 4,151544000103,2015-10-27 15:25:38.837
TouchUP Assembly Line 4,151544000103,2015-10-27 16:01:13.797
Start Assembly Line 4,151544005476,2015-10-28 10:35:39.870
TouchUP Assembly Line 4,151544005476,2015-10-28 11:10:55.667
TouchUP Assembly Line 1,151549005420,2015-12-09 08:59:38.390
TouchUP Assembly Line 1,151549010398,2015-12-09 09:08:02.857
Start Assembly Line 4,151551002465,2015-12-10 09:34:32.590
TouchUP Assembly Line 4,151551002465,2015-12-10 10:20:49.853
SrtAutoGood,151618005207,2016-05-10 14:07:08.250
SrtAutoGood,151618006220,2016-05-11 12:50:18.987
SrtAutoGood,151618007464,2016-05-13 16:38:04.140
SrtAutoGood,151627003317,2016-07-04 09:04:52.287
Sorter HOLD,151449005425,2014-12-09 14:37:44.867
manual read,151506005448,2015-02-06 13:32:52.000
SrtAutoGood,151506007574,2015-02-09 15:33:45.670
manual read,151506005448,2015-02-06 13:32:52.000
manual read,151506005448,2015-02-09 18:47:49.000
SrtAutoGood,151520007466,2015-05-15 11:49:35.390
SrtAutoGood,151528004266,2015-07-10 14:40:59.670
SrtAutoGood,151529001049,2015-07-16 12:07:20.020
SrtAutoGood,151536005569,2015-09-17 14:30:55.830
SrtAutoGood,151544008907,2015-11-05 09:50:52.767
SrtAutoGood,151606006100,2016-02-11 11:49:04.663
SrtAutoGood,151606009293,2016-02-12 14:41:33.613
SrtAutoGood,151606009305,2016-02-12 14:52:11.547
SrtAutoGood,151612005385,2016-03-29 15:03:50.440
StrangerManGood,151612007689,2016-04-01 08:46:02.873
SrtAutoGood,151614002810,2016-04-05 07:00:21.480
Sorter HOLD,151611006343,2016-04-07 09:28:44.597
SrtAutoGood,151614005528,2016-04-08 12:12:15.727
SrtAutoGood,151615000534,2016-04-11 14:49:12.077
SrtAutoGood,151615000561,2016-04-11 15:35:24.037
SrtAutoGood,151621004478,2016-05-24 14:11:07.710
SrtAutoGood,151621004495,2016-05-24 14:30:19.820
SrtAutoGood,151627006554,2016-07-11 12:06:21.723
SrtAutoGood,151628002988,2016-07-19 12:26:00.803
SrtAutoGood,151636004454,2016-09-06 16:55:11.160
SrtAutoGood,151636008376,2016-09-09 14:27:51.647
SrtAutoGood,151637000634,2016-09-13 07:04:10.420
SrtAutoGood,151642000813,2016-10-17 15:16:54.753
SrtAutoGood,151642001162,2016-10-18 08:39:26.263
SrtAutoGood,151642001163,2016-10-18 08:41:56.380
SrtAutoGood,151642001170,2016-10-18 08:52:30.260
SrtAutoGood,151642001672,2016-10-18 15:10:27.343
SrtAutoGood,151642001685,2016-10-18 15:22:12.077
SrtAutoGood,151642001163,2016-10-18 17:25:06.863
SrtAutoGood,151642001162,2016-10-18 17:29:28.693
SrtAutoGood,151642001170,2016-10-18 17:54:17.343
SrtAutoGood,151642004152,2016-10-19 08:19:38.490
SrtAutoGood,151642004206,2016-10-19 13:58:59.087
SrtAutoGood,151641008764,2016-10-19 14:04:46.503
Outbound,151448001276,2014-11-28 07:40:55.000
SrtAutoGood,151506005448,2015-02-06 09:47:30.720
manual read,151506005448,2015-02-06 13:32:52.000
Sorter HOLD,151504005890,2015-03-05 13:02:52.517
SrtAutoGood,151520001115,2015-05-05 09:41:20.267
SrtAutoGood,151522008965,2015-06-29 11:37:49.387
SrtAutoGood,151528002394,2015-07-08 09:31:50.270
SrtAutoGood,151537003027,2015-09-10 09:39:41.457
SrtAutoGood,151537009617,2015-09-11 09:54:22.687
Start Assembly Line 2,151537010021,2015-09-15 09:09:33.183
SrtAutoGood,151537010021,2015-09-15 09:50:55.123
SrtAutoGood,151543005033,2015-10-20 11:25:10.897
SrtAutoGood,151544000868,2015-10-27 08:26:55.373
SrtAutoGood,151604008343,2016-02-03 16:51:15.593
SrtAutoGood,151611006559,2016-03-18 07:23:46.790
SrtAutoGood,151619003086,2016-05-12 10:13:17.697
SrtAutoGood,151620005912,2016-05-18 11:26:54.137
SrtAutoGood,151620006397,2016-05-18 12:08:29.990
SrtAutoGood,151626005196,2016-06-29 09:08:11.157
SrtAutoGood,151626002472,2016-06-29 15:18:20.103
Sorter HOLD,151627005590,2016-07-06 09:32:45.737
Sorter HOLD,151627005591,2016-07-06 10:24:59.800
SrtAutoGood,151627005591,2016-07-07 18:47:07.573
SrtAutoGood,151627005590,2016-07-07 18:47:41.940
SrtAutoGood,151635007602,2016-08-31 09:37:31.843
SrtAutoGood,151635004005,2016-08-31 10:30:06.587
SrtAutoGood,151635005912,2016-09-01 09:15:09.260
SrtAutoGood,151635009126,2016-09-02 09:36:32.020
SrtAutoGood,151635009137,2016-09-02 09:46:32.410
SrtAutoGood,151636001170,2016-09-02 14:01:30.767
SrtAutoGood,151638005445,2016-10-06 15:35:08.110
SrtAutoGood,151641000360,2016-10-11 10:22:04.283
SrtAutoGood,151628002988,2016-10-11 18:25:24.537
Start Assembly Line 2,151641005653,2016-10-13 11:36:13.250
SrtAutoGood,151641005653,2016-10-13 12:21:47.867
SrtAutoGood,151640006988,2016-10-13 18:18:50.637
SrtAutoGood,151641006690,2016-10-14 12:03:49.177
SrtAutoGood,151649000093,2016-12-02 15:59:49.067
SrtAutoGood,151649002144,2016-12-06 13:19:22.160
Start Assembly Line 2,151448001276,2014-11-25 16:16:22.890
SrtAutoGood,151518005797,2015-04-24 16:51:18.623
SrtAutoGood,151523007393,2015-06-18 15:48:06.607
SrtAutoGood,151526002971,2015-06-23 11:01:36.373
SrtAutoGood,151520001115,2015-06-23 11:28:05.227
SrtAutoGood,151535003021,2015-08-26 08:06:20.520
SrtAutoGood,151535011538,2015-08-27 09:29:20.043
SrtAutoGood,151535010207,2015-08-31 10:09:21.527
SrtAutoGood,151535010220,2015-08-31 10:43:41.100
StrangerManGood,151540000633,2015-10-09 11:01:28.230
StrangerManGood,151540000635,2015-10-09 11:15:02.277
StrangerManGood,151538006121,2015-10-09 13:40:15.753
SrtAutoGood,151541002691,2015-10-09 14:29:08.923
Start Assembly Line 2,151542007925,2015-10-16 07:24:29.330
SrtAutoGood,151542007925,2015-10-16 08:00:02.753
StrangerManGood,151547002264,2015-11-25 09:47:04.957
SrtAutoGood,151603005696,2016-01-21 10:15:30.973
SrtAutoGood,151603005626,2016-01-21 13:11:40.937
SrtAutoGood,151603005442,2016-01-27 20:09:59.747
SrtAutoGood,151609003882,2016-03-01 14:26:44.443
SrtAutoGood,151608007667,2016-03-02 10:56:51.373
StrangerManGood,151610000182,2016-03-02 11:00:10.040
StrangerManGood,151610000183,2016-03-02 11:06:27.340
SrtAutoGood,151610004503,2016-03-07 14:07:17.220
SrtAutoGood,151610001622,2016-03-07 16:37:08.387
SrtAutoGood,151611002247,2016-03-10 14:26:28.177
SrtAutoGood,151617005297,2016-04-28 15:32:41.690
SrtAutoGood,151617003090,2016-04-29 11:57:45.617
SrtAutoGood,151618001706,2016-05-02 11:03:51.243
SrtAutoGood,151624006254,2016-06-24 16:21:49.070
SrtAutoGood,151627004912,2016-07-20 15:26:26.133
SrtAutoGood,151628006131,2016-07-26 14:40:23.067
SrtAutoGood,151628006123,2016-07-26 14:48:56.073
SrtAutoGood,151634006186,2016-09-19 09:06:03.567
SrtAutoGood,151634006176,2016-09-19 12:14:04.663
SrtAutoGood,151638006927,2016-09-22 12:19:05.020
SrtAutoGood,151634009522,2016-09-23 11:42:49.657
Start Assembly Line 2,151641003808,2016-11-09 08:34:48.390
SrtAutoGood,151641003808,2016-11-09 09:18:31.403
SrtAutoGood,151645005062,2016-11-10 13:52:03.723
Start Assembly Line 2,151702005520,2017-01-12 11:23:29.073
SrtAutoGood,151702005520,2017-01-12 11:56:34.393
SrtAutoGood,151702003312,2017-01-12 15:07:44.867
SrtAutoGood,151703003883,2017-01-17 13:43:59.290
manual read,151506005448,2015-02-06 13:32:52.000
manual read,151506007574,2015-02-10 07:35:36.000
manual read,151506005448,2015-02-09 18:47:49.000
manual read,151506005448,2015-02-06 13:32:52.000
manual read,151506007574,2015-02-10 07:35:36.000
Sorter HOLD,151514004746,2015-04-03 14:58:36.930
SrtAutoGood,151515002840,2015-04-09 14:07:26.820
SrtAutoGood,151521005450,2015-05-27 16:57:57.020
SrtAutoGood,151514004746,2015-06-09 18:14:47.163
SrtAutoGood,151531010863,2015-07-29 16:13:16.247
SrtAutoGood,151532002751,2015-08-03 09:19:59.277
Sorter HOLD,151539001153,2015-09-26 07:55:24.880
SrtAutoGood,151540002336,2015-10-02 11:05:00.517
SrtAutoGood,151449005425,2015-10-05 17:42:47.750
SrtAutoGood,151552001984,2015-12-22 15:59:03.757
SrtAutoGood,151602000320,2016-01-12 11:34:36.677
SrtAutoGood,151602001608,2016-01-12 16:49:49.107
SrtAutoGood,151602001615,2016-01-12 16:59:16.713
SrtAutoGood,151537009617,2016-02-23 12:32:46.277
SrtAutoGood,151608009760,2016-02-26 11:25:32.533
SrtAutoGood,151539001153,2016-02-27 08:26:32.010
SrtAutoGood,151607005752,2016-02-27 11:37:50.983
SrtAutoGood,151609004325,2016-03-01 10:40:40.387
SrtAutoGood,151615005921,2016-04-14 10:10:52.923
SrtAutoGood,151615009602,2016-04-18 16:17:14.667
SrtAutoGood,151616004547,2016-04-19 10:52:48.283
SrtAutoGood,151616004460,2016-04-19 15:10:42.120
Sorter HOLD,151616004507,2016-04-19 16:56:14.510
SrtAutoGood,151616006665,2016-04-21 09:27:08.567
SrtAutoGood,151616004643,2016-04-22 08:58:18.113
SrtAutoGood,151616006386,2016-04-22 11:49:36.173
Start Assembly Line 2,151623001816,2016-06-10 09:26:04.540
SrtAutoGood,151623001816,2016-06-10 09:58:15.800
SrtAutoGood,151616004507,2016-09-28 18:10:33.417
SrtAutoGood,151616004460,2016-09-29 20:33:30.883
SrtAutoGood,151447004663,2014-11-17 14:49:37.870
Sorter HOLD,151449000309,2014-11-18 17:21:31.770
manual read,151446004657,2015-01-14 07:41:12.000
manual read,151447005517,2015-02-05 12:17:18.000
manual read,151448007961,2015-02-06 10:23:44.000
manual read,151448007958,2015-02-06 10:23:11.000
manual read,151447005517,2015-02-09 18:23:49.000
manual read,151447005517,2015-02-05 12:17:18.000
manual read,151448007958,2015-02-06 10:23:11.000
manual read,151448007961,2015-02-06 10:23:44.000
manual read,151507003688,2015-02-11 08:18:42.000
SrtAutoGood,151507006361,2015-02-12 14:31:40.200
SrtAutoGood,151507001687,2015-02-13 15:48:02.963
Sorter HOLD,151514004723,2015-04-03 14:25:41.900
SrtAutoGood,151523000829,2015-05-29 08:26:15.457
SrtAutoGood,151538004041,2015-10-05 08:24:03.090
SrtAutoGood,151540001291,2015-10-05 12:12:19.513
SrtAutoGood,151540001809,2015-10-06 12:28:14.440
SrtAutoGood,151540002874,2015-10-07 09:45:24.473
SrtAutoGood,151540003008,2015-10-08 11:03:15.857
SrtAutoGood,151552003707,2015-12-22 17:06:06.590
SrtAutoGood,151602004659,2016-01-11 08:58:43.677
SrtAutoGood,151602001585,2016-01-13 07:16:45.263
SrtAutoGood,151607009057,2016-02-19 14:43:30.470
SrtAutoGood,151608002107,2016-02-23 11:52:26.633
SrtAutoGood,151608006990,2016-02-24 14:21:10.910
SrtAutoGood,151539001147,2016-02-27 08:38:57.207
SrtAutoGood,151607007801,2016-02-29 07:45:49.790
SrtAutoGood,151609002327,2016-02-29 10:37:34.050
SrtAutoGood,151609001587,2016-02-29 15:57:57.613
SrtAutoGood,151616006679,2016-04-21 09:47:55.167
SrtAutoGood,151616006680,2016-04-21 09:48:53.877
SrtAutoGood,151616006435,2016-04-22 15:41:37.397
SrtAutoGood,151620006463,2016-06-01 09:05:19.497
SrtAutoGood,151621006938,2016-06-01 13:48:21.677
Start Assembly Line 2,151623001807,2016-06-10 09:18:33.167
SrtAutoGood,151623001807,2016-06-10 09:53:03.640
Start Assembly Line 2,151623001863,2016-06-10 10:05:15.880
SrtAutoGood,151623001863,2016-06-10 10:50:14.987
Start Assembly Line 2,151623001213,2016-06-10 11:16:56.930
SrtAutoGood,151623001213,2016-06-10 11:52:25.310
SrtAutoGood,151624002368,2016-06-14 15:34:02.680
SrtAutoGood,151630009344,2016-08-01 16:27:35.360
SrtAutoGood,151629004697,2016-08-02 08:08:22.043
SrtAutoGood,151625002095,2016-08-04 09:09:05.750
P020-21,151447004663,2014-11-17 16:33:24.000
SrtAutoGood,151448002727,2014-12-03 16:19:36.717
P020-21,151448002727,2014-12-03 17:21:01.000
manual read,151447005517,2015-02-05 12:17:18.000
manual read,151447005517,2015-02-05 12:17:18.000
manual read,151447005517,2015-02-05 12:17:18.000
manual read,151448007961,2015-02-06 10:23:44.000
manual read,151448007958,2015-02-06 10:23:11.000
SrtAutoGood,151509006651,2015-03-02 15:29:25.897
SrtAutoGood,151511000367,2015-03-09 09:22:13.097
StrangerManGood,151511007866,2015-03-16 07:57:05.410
SrtAutoGood,151517004976,2015-04-29 16:00:51.597
SrtAutoGood,151522008931,2015-06-29 11:08:25.180
SrtAutoGood,151536007292,2015-09-07 13:41:23.347
SrtAutoGood,151536007294,2015-09-07 13:44:44.657
Start Assembly Line 2,151537003226,2015-09-07 14:02:58.900
SrtAutoGood,151537003226,2015-09-08 07:28:51.550
SrtAutoGood,151536008212,2015-09-09 15:43:47.837
SrtAutoGood,151537001508,2015-09-09 15:45:21.927
SrtAutoGood,151537001511,2015-09-09 15:49:23.487
SrtAutoGood,151543005038,2015-10-20 11:30:58.317
SrtAutoGood,151543005058,2015-10-20 11:59:16.433
Start Assembly Line 2,151544001480,2015-10-26 17:04:00.717
SrtAutoGood,151544001480,2015-10-26 17:38:01.133
SrtAutoGood,151544000103,2015-10-27 16:16:27.430
SrtAutoGood,151544005476,2015-10-28 11:28:08.603
SrtAutoGood,151549010398,2015-12-09 09:26:32.603
SrtAutoGood,151549005420,2015-12-09 09:45:24.083
SrtAutoGood,151551002465,2015-12-10 10:35:45.727
SrtAutoGood,151604008892,2016-01-29 11:39:43.640
SrtAutoGood,151603000729,2016-01-30 11:11:05.357
SrtAutoGood,151605008607,2016-02-05 13:54:42.630
SrtAutoGood,151517004976,2016-02-08 20:15:32.183
SrtAutoGood,151617004636,2016-05-10 10:47:37.567
SrtAutoGood,151617004704,2016-05-10 12:10:00.443
SrtAutoGood,151619003185,2016-05-10 12:19:00.383
SrtAutoGood,151619003159,2016-05-10 13:25:24.960
SrtAutoGood,151619003078,2016-05-12 10:01:05.107
SrtAutoGood,151618007467,2016-05-13 16:42:51.087
SrtAutoGood,151618007471,2016-05-13 16:47:14.920
SrtAutoGood,151620001983,2016-05-17 10:34:51.693
SrtAutoGood,151634009056,2016-08-26 16:27:33.287
SrtAutoGood,151635000035,2016-08-29 11:43:01.877
SrtAutoGood,151635002391,2016-08-29 13:39:11.333
SrtAutoGood,151635007550,2016-08-31 08:34:21.223
SrtAutoGood,151635003937,2016-08-31 09:35:25.447
SrtAutoGood,151635003982,2016-08-31 10:10:13.000
SrtAutoGood,151441005194,2014-10-08 09:20:18.240
Sorter HOLD,151449000222,2014-11-24 18:56:43.953
SrtAutoGood,151447005517,2014-11-27 09:34:37.900
SrtAutoGood,151448007958,2014-11-27 10:32:44.733
SrtAutoGood,151448007961,2014-11-27 10:38:19.167
SrtAutoGood,151508004245,2015-02-16 15:55:14.517
SrtAutoGood,151509007556,2015-02-24 14:29:59.560
SrtAutoGood,151516004082,2015-04-27 08:33:11.317
SrtAutoGood,151523003198,2015-06-22 08:34:53.100
StrangerManGood,151530004180,2015-08-26 15:37:36.890
SrtAutoGood,151535011543,2015-08-27 09:34:57.960
SrtAutoGood,151535009946,2015-08-29 08:33:26.987
SrtAutoGood,151535010219,2015-08-31 11:56:19.433
StrangerManGood,151540000638,2015-10-09 11:41:17.553
SrtAutoGood,151449000222,2015-10-09 18:06:29.857
SrtAutoGood,151548008205,2015-11-23 08:42:11.377
SrtAutoGood,151546000521,2015-11-24 16:04:32.800
StrangerManGood,151548010683,2016-01-18 12:14:44.153
SrtAutoGood,151603001586,2016-01-19 14:34:37.520
SrtAutoGood,151603005690,2016-01-21 12:24:54.800
SrtAutoGood,151603008722,2016-01-22 09:36:09.953
SrtAutoGood,151603005385,2016-01-22 11:16:19.143
SrtAutoGood,151603005433,2016-01-27 10:46:59.433
SrtAutoGood,151607007823,2016-03-01 18:44:43.433
SrtAutoGood,151608004404,2016-03-03 20:12:08.530
SrtAutoGood,151609007218,2016-03-04 15:44:17.993
SrtAutoGood,151610004489,2016-03-07 13:54:39.110
SrtAutoGood,151610001607,2016-03-07 16:13:58.400
SrtAutoGood,151610000033,2016-03-08 13:32:07.177
SrtAutoGood,151610009001,2016-03-09 09:31:31.107
SrtAutoGood,151610007411,2016-03-09 11:14:09.800
SrtAutoGood,151618000829,2016-05-03 10:25:19.900
SrtAutoGood,151618006872,2016-05-05 08:41:58.957
SrtAutoGood,151618006282,2016-05-06 06:21:45.747
Start Assembly Line 2,151626001046,2016-06-24 16:40:54.230
SrtAutoGood,151624006287,2016-06-24 16:53:18.540
SrtAutoGood,151626001046,2016-06-27 08:18:37.400
SrtAutoGood,151626001381,2016-06-27 21:07:31.733
SrtAutoGood,151629005376,2016-07-21 09:11:04.173
SrtAutoGood,151621006928,2016-07-27 17:33:53.797
SrtAutoGood,151637008929,2016-09-16 13:47:01.697
SrtAutoGood,151630001768,2016-08-04 10:13:21.723
SrtAutoGood,151629004706,2016-08-09 12:28:46.057
SrtAutoGood,151634006125,2016-08-22 17:09:03.537
SrtAutoGood,151634005008,2016-08-24 09:33:14.377
SrtAutoGood,151634002159,2016-08-24 16:58:36.027
SrtAutoGood,151634006177,2016-10-04 08:54:24.680
SrtAutoGood,151647001218,2016-11-21 11:28:10.737
SrtAutoGood,151647001219,2016-11-21 11:28:56.723
SrtAutoGood,151647001220,2016-11-21 11:30:17.400
SrtAutoGood,151648000800,2016-11-28 13:34:51.067
SrtAutoGood,151648001728,2016-11-28 14:06:08.840
TOUCH UP ALL,151539001153,2015-09-26 07:53:54.373
TOUCH UP ALL,151540002336,2015-10-02 11:02:58.587
manual read,151449005425,2015-10-03 10:28:16.000
TOUCH UP ALL,151552001984,2015-12-22 15:57:30.907
TOUCH UP ALL,151602000320,2016-01-12 11:32:54.343
TOUCH UP ALL,151447004663,2014-11-17 14:47:37.247
TOUCH UP ALL,151449000309,2014-11-18 17:19:19.553
TOUCH UP ALL,151446004657,2015-01-10 09:31:38.050
TOUCH UP ALL,151507006361,2015-02-12 14:28:55.237
TOUCH UP ALL,151507001687,2015-02-13 15:46:28.747
TOUCH UP ALL,151523000829,2015-05-29 08:24:50.940
manual read,151514004723,2015-06-09 09:37:38.000
SrtManGood,151514004723,2015-06-09 18:34:11.533
TOUCH UP ALL,151538004041,2015-10-05 08:22:29.257
