TRACKINGTASKDESCR,SERIALNUMBER,TIMESTAMP
TOUCH UP ALL,151540001291,2015-10-05 12:10:40.010
manual read,151441005194,2015-10-03 11:08:39.000
manual read,151449000222,2015-10-03 10:10:15.000
TOUCH UP ALL,151540001809,2015-10-06 12:26:37.167
TOUCH UP ALL,151540002874,2015-10-07 09:43:14.903
TOUCH UP ALL,151540003008,2015-10-08 11:01:43.343
TOUCH UP ALL,151552003707,2015-12-22 17:04:41.200
TOUCH UP ALL,151602004659,2016-01-11 08:56:42.027
TOUCH UP ALL,151602001585,2016-01-13 07:15:10.177
TOUCH UP ALL,151607009057,2016-02-19 14:41:54.960
TOUCH UP ALL,151608002107,2016-02-23 11:50:45.550
manual read,151539001147,2016-02-23 17:37:42.000
TOUCH UP ALL,151608006990,2016-02-24 14:19:36.420
TOUCH UP ALL,151607007801,2016-02-29 07:44:16.390
TOUCH UP ALL,151609002327,2016-02-29 10:36:00.850
TOUCH UP ALL,151609001587,2016-02-29 15:56:28.163
TOUCH UP ALL,151616006679,2016-04-21 09:45:51.930
manual read,151445003945,2016-04-15 08:30:53.000
TOUCH UP ALL,151616006435,2016-04-22 15:40:09.320
TOUCH UP ALL,151620006463,2016-06-01 09:01:53.890
TOUCH UP ALL,151620006463,2016-06-01 09:03:18.737
TOUCH UP ALL,151621006938,2016-06-01 13:46:20.800
TOUCH UP ALL,151623001807,2016-06-10 09:51:34.140
TOUCH UP ALL,151623001863,2016-06-10 10:48:38.400
TOUCH UP ALL,151623001213,2016-06-10 11:50:47.660
TOUCH UP ALL,151624002368,2016-06-14 15:32:26.273
TOUCH UP ALL,151630009344,2016-08-01 16:24:48.657
TOUCH UP ALL,151630009344,2016-08-01 16:25:46.673
TOUCH UP ALL,151629004697,2016-08-02 08:05:45.330
TOUCH UP ALL,151629004697,2016-08-02 08:06:36.380
TOUCH UP ALL,151625002095,2016-08-04 09:06:56.270
TOUCH UP ALL,151625002095,2016-08-04 09:07:13.240
TOUCH UP ALL,151448002727,2014-12-03 16:15:25.183
TOUCH UP ALL,151509006651,2015-03-02 15:27:51.787
TOUCH UP ALL,151511000367,2015-03-09 09:20:40.153
TOUCH UP ALL,151517004976,2015-04-29 15:58:59.760
TOUCH UP ALL,151522008931,2015-06-29 11:06:33.180
TOUCH UP ALL,151536007292,2015-09-07 13:39:51.347
TOUCH UP ALL,151536007294,2015-09-07 13:43:02.447
TOUCH UP ALL,151537003226,2015-09-08 07:21:35.843
TOUCH UP ALL,151536008212,2015-09-09 15:42:19.720
TOUCH UP ALL,151537001508,2015-09-09 15:43:53.113
TOUCH UP ALL,151537001511,2015-09-09 15:47:47.883
TOUCH UP ALL,151543005038,2015-10-20 11:29:19.137
TOUCH UP ALL,151543005058,2015-10-20 11:57:26.833
TOUCH UP ALL,151544001480,2015-10-26 17:36:31.610
TOUCH UP ALL,151544000103,2015-10-27 16:14:45.357
TOUCH UP ALL,151544005476,2015-10-28 11:26:46.023
TOUCH UP ALL,151549010398,2015-12-09 09:24:50.100
TOUCH UP ALL,151549005420,2015-12-09 09:43:47.960
TOUCH UP ALL,151551002465,2015-12-10 10:34:20.540
TOUCH UP ALL,151603000729,2016-01-30 11:08:53.750
TOUCH UP ALL,151605008607,2016-02-05 13:53:07.540
TOUCH UP ALL,151617004636,2016-05-10 10:46:04.570
TOUCH UP ALL,151617004704,2016-05-10 12:08:30.197
TOUCH UP ALL,151619003185,2016-05-10 12:16:00.120
TOUCH UP ALL,151619003185,2016-05-10 12:17:05.260
TOUCH UP ALL,151619003159,2016-05-10 13:16:31.817
TOUCH UP ALL,151619003159,2016-05-10 13:23:55.020
TOUCH UP ALL,151619003078,2016-05-12 09:58:56.350
TOUCH UP ALL,151618007467,2016-05-13 16:41:10.007
TOUCH UP ALL,151618007471,2016-05-13 16:45:40.917
TOUCH UP ALL,151620001983,2016-05-17 10:30:54.850
TOUCH UP ALL,151620001983,2016-05-17 10:33:11.930
TOUCH UP ALL,151634009056,2016-08-26 16:25:47.247
TOUCH UP ALL,151635000035,2016-08-29 11:39:20.473
TOUCH UP ALL,151635000035,2016-08-29 11:41:00.893
TOUCH UP ALL,151635002391,2016-08-29 13:37:28.570
TOUCH UP ALL,151635007550,2016-08-31 08:32:50.910
TOUCH UP ALL,151635003937,2016-08-31 09:32:35.127
TOUCH UP ALL,151635003937,2016-08-31 09:33:43.057
TOUCH UP ALL,151635003982,2016-08-31 10:08:37.593
TOUCH UP ALL,151449000222,2014-11-24 10:03:14.247
TOUCH UP ALL,151447005517,2014-11-27 09:32:26.327
TOUCH UP ALL,151448007958,2014-11-27 10:30:48.960
TOUCH UP ALL,151448007961,2014-11-27 10:36:16.217
TOUCH UP ALL,151446004657,2014-12-01 08:29:58.277
TOUCH UP ALL,151508004245,2015-02-16 15:53:40.033
TOUCH UP ALL,151509007556,2015-02-24 14:28:18.387
TOUCH UP ALL,151516004082,2015-04-27 08:31:31.860
TOUCH UP ALL,151523003198,2015-06-22 08:33:14.173
TOUCH UP ALL,151535011543,2015-08-27 09:33:20.007
TOUCH UP ALL,151535009946,2015-08-29 08:31:58.050
TOUCH UP ALL,151535010219,2015-08-31 11:54:51.527
TOUCH UP ALL,151548008205,2015-11-23 08:40:34.263
TOUCH UP ALL,151546000521,2015-11-24 16:03:05.810
TOUCH UP ALL,151603001586,2016-01-19 14:32:50.953
manual read,151517004976,2016-01-19 15:47:53.000
TOUCH UP ALL,151603005690,2016-01-21 12:23:22.123
TOUCH UP ALL,151603008722,2016-01-22 09:34:38.167
TOUCH UP ALL,151603005385,2016-01-22 11:14:39.290
TOUCH UP ALL,151603005433,2016-01-27 10:45:36.863
TOUCH UP ALL,151607007823,2016-03-01 18:43:18.357
TOUCH UP ALL,151608004404,2016-03-03 20:10:38.473
TOUCH UP ALL,151609007218,2016-03-04 15:42:49.390
TOUCH UP ALL,151610004489,2016-03-07 13:52:57.890
TOUCH UP ALL,151610001607,2016-03-07 16:12:20.563
TOUCH UP ALL,151610000033,2016-03-08 13:30:37.420
TOUCH UP ALL,151610009001,2016-03-09 09:30:04.760
TOUCH UP ALL,151610007411,2016-03-09 11:12:44.790
TOUCH UP ALL,151618000829,2016-05-03 10:23:32.613
TOUCH UP ALL,151618006872,2016-05-05 08:40:25.930
TOUCH UP ALL,151618006282,2016-05-05 20:18:59.643
TOUCH UP ALL,151618006282,2016-05-06 06:05:51.583
TOUCH UP ALL,151624006287,2016-06-24 16:51:12.097
TOUCH UP ALL,151626001046,2016-06-27 08:17:06.630
TOUCH UP ALL,151626001381,2016-06-27 21:06:04.537
TOUCH UP ALL,151629005376,2016-07-21 09:07:30.227
TOUCH UP ALL,151629005376,2016-07-21 09:08:19.647
TOUCH UP ALL,151629004706,2016-07-21 09:12:48.960
TOUCH UP ALL,151637008929,2016-09-16 13:40:13.957
TOUCH UP ALL,151630001768,2016-08-04 10:11:52.530
TOUCH UP ALL,151629004706,2016-08-09 11:48:23.437
TOUCH UP ALL,151634006125,2016-08-22 17:07:06.180
TOUCH UP ALL,151634006125,2016-08-22 17:07:28.423
TOUCH UP ALL,151634005008,2016-08-24 09:31:42.390
TOUCH UP ALL,151634002159,2016-08-24 16:55:19.740
TOUCH UP ALL,151634002159,2016-08-24 16:56:04.837
TOUCH UP ALL,151634006177,2016-10-04 08:51:14.100
TOUCH UP ALL,151634006177,2016-10-04 08:51:51.143
TOUCH UP ALL,151647001218,2016-11-21 11:26:30.897
TOUCH UP ALL,151647001219,2016-11-21 11:27:21.670
TOUCH UP ALL,151647001220,2016-11-21 11:28:39.313
TOUCH UP ALL,151648000800,2016-11-28 13:32:30.707
TOUCH UP ALL,151648000800,2016-11-28 13:32:59.680
TOUCH UP ALL,151648001728,2016-11-28 14:04:32.480
TOUCH UP ALL,151705001882,2017-01-31 09:07:56.757
TOUCH UP ALL,151705001882,2017-01-31 09:08:16.433
TOUCH UP ALL,151705001879,2017-01-31 12:12:11.873
TOUCH UP ALL,151638003642,2016-10-12 20:48:38.807
TOUCH UP ALL,151641005673,2016-10-13 15:46:15.430
TOUCH UP ALL,151641006682,2016-10-14 11:47:38.043
TOUCH UP ALL,151641006682,2016-10-14 11:47:58.293
TOUCH UP ALL,151648008201,2016-12-02 09:01:05.233
TOUCH UP ALL,151648002452,2016-12-06 15:56:29.543
TOUCH UP ALL,151706001190,2017-02-06 10:09:49.193
TOUCH UP ALL,151706001176,2017-02-07 15:11:48.100
TOUCH UP ALL,151706001176,2017-02-07 15:12:07.773
TOUCH UP ALL,151706008935,2017-02-08 11:05:30.210
TOUCH UP ALL,151706008935,2017-02-08 11:07:29.747
TOUCH UP ALL,151706005940,2017-02-08 11:55:56.780
Start Assembly Line 4,151604008892,2016-01-29 10:53:14.457
Start Assembly Line 3,151603000729,2016-01-29 11:17:58.283
TouchUP Assembly Line 4,151604008892,2016-01-29 11:25:30.650
TouchUP Assembly Line 1,151605008607,2016-02-05 13:40:55.153
TouchUP Assembly Line 1,151617004636,2016-05-10 10:32:28.343
Start Assembly Line 4,151619003159,2016-05-10 10:41:58.363
TouchUP Assembly Line 4,151619003159,2016-05-10 11:24:14.430
Start Assembly Line 4,151619003185,2016-05-10 11:26:26.757
TouchUP Assembly Line 1,151617004704,2016-05-10 12:00:44.490
TouchUP Assembly Line 4,151619003185,2016-05-10 12:03:51.040
Start Assembly Line 4,151619003078,2016-05-12 09:17:15.593
TouchUP Assembly Line 4,151619003078,2016-05-12 09:47:16.150
Start Assembly Line 3,151618007467,2016-05-13 15:58:39.090
Start Assembly Line 3,151618007471,2016-05-13 16:03:42.930
Start Assembly Line 4,151620001983,2016-05-17 09:42:16.607
TouchUP Assembly Line 4,151620001983,2016-05-17 10:12:34.310
TouchUP Assembly Line 1,151634009056,2016-08-26 16:07:33.010
Start Assembly Line 4,151635000035,2016-08-29 10:47:48.570
TouchUP Assembly Line 4,151635000035,2016-08-29 11:18:46.900
TouchUP Assembly Line 1,151635002391,2016-08-29 12:27:40.287
Start Assembly Line 3,151635007550,2016-08-30 16:52:10.580
TouchUP Assembly Line 1,151635003937,2016-08-31 09:15:52.783
TouchUP Assembly Line 1,151635003982,2016-08-31 09:56:06.860
Start Assembly Line 3,151441005194,2014-10-08 08:04:37.163
TouchUP Assembly Line 1,151441005194,2014-10-08 09:13:10.963
Start Assembly Line 3,151449000222,2014-11-24 09:04:59.373
Start Assembly Line 4,151447005517,2014-11-27 08:27:32.873
Start Assembly Line 4,151448007958,2014-11-27 09:03:38.593
Start Assembly Line 4,151448007961,2014-11-27 09:07:52.670
TouchUP Assembly Line 4,151447005517,2014-11-27 09:12:25.593
TouchUP Assembly Line 4,151448007958,2014-11-27 10:03:02.110
TouchUP Assembly Line 4,151448007961,2014-11-27 10:07:37.113
Start Assembly Line 3,151446004657,2014-11-29 11:37:52.520
Start Assembly Line 3,151509007556,2015-02-24 13:43:40.030
Start Assembly Line 4,151523003198,2015-06-19 16:42:08.590
TouchUP Assembly Line 4,151523003198,2015-06-22 08:19:50.883
Start Assembly Line 4,151535011543,2015-08-27 08:32:19.080
TouchUP Assembly Line 4,151535011543,2015-08-27 09:14:13.363
Start Assembly Line 4,151535009946,2015-08-29 07:26:20.793
TouchUP Assembly Line 4,151535009946,2015-08-29 08:05:37.530
Start Assembly Line 4,151535010219,2015-08-31 09:20:50.990
TouchUP Assembly Line 4,151535010219,2015-08-31 10:09:10.113
Start Assembly Line 3,151548008205,2015-11-20 16:53:42.717
Start Assembly Line 4,151546000521,2015-11-24 13:26:17.673
TouchUP Assembly Line 4,151546000521,2015-11-24 14:01:09.787
Start Assembly Line 4,151603001586,2016-01-19 13:43:05.560
TouchUP Assembly Line 4,151603001586,2016-01-19 14:15:20.253
Start Assembly Line 4,151603005690,2016-01-21 09:02:00.857
TouchUP Assembly Line 4,151603005690,2016-01-21 09:34:09.277
Start Assembly Line 4,151603008722,2016-01-22 08:42:49.137
TouchUP Assembly Line 4,151603008722,2016-01-22 09:15:16.527
TouchUP Assembly Line 1,151603005385,2016-01-22 11:04:11.690
Start Assembly Line 3,151603005433,2016-01-27 08:53:10.893
Start Assembly Line 4,151609007218,2016-03-04 14:41:13.120
TouchUP Assembly Line 4,151609007218,2016-03-04 15:27:52.553
TouchUP Assembly Line 1,151610004489,2016-03-07 13:42:46.420
Start Assembly Line 3,151610001607,2016-03-07 15:04:43.180
Start Assembly Line 4,151610000033,2016-03-08 11:43:26.473
TouchUP Assembly Line 4,151610000033,2016-03-08 12:16:43.493
Start Assembly Line 4,151610009001,2016-03-08 15:39:22.890
TouchUP Assembly Line 4,151610009001,2016-03-09 08:12:46.190
Start Assembly Line 4,151610007411,2016-03-09 10:29:42.690
TouchUP Assembly Line 4,151610007411,2016-03-09 11:01:23.203
Start Assembly Line 3,151618000829,2016-05-03 09:40:31.083
Start Assembly Line 3,151618006872,2016-05-04 16:18:16.277
Start Assembly Line 4,151618006282,2016-05-05 19:32:25.323
TouchUP Assembly Line 4,151618006282,2016-05-05 20:03:02.317
Start Assembly Line 4,151626001381,2016-06-24 16:29:58.987
TouchUP Assembly Line 1,151624006287,2016-06-24 16:36:07.680
TouchUP Assembly Line 4,151626001381,2016-06-27 08:05:40.080
Start Assembly Line 4,151629005376,2016-07-21 08:23:10.730
TouchUP Assembly Line 4,151629005376,2016-07-21 08:53:10.210
TouchUP Assembly Line 1,151629004706,2016-07-21 09:01:58.957
Start Assembly Line 3,151630009344,2016-07-29 15:24:16.997
Start Assembly Line 4,151629004697,2016-08-01 12:09:30.670
TouchUP Assembly Line 1,151637008929,2016-09-16 12:30:07.820
Start Assembly Line 3,151634006177,2016-09-16 14:24:32.547
Start Assembly Line 3,151638002749,2016-09-20 14:47:50.233
Start Assembly Line 3,151631005465,2016-08-04 16:35:43.913
Start Assembly Line 4,151634006125,2016-08-22 16:15:59.047
TouchUP Assembly Line 4,151634006125,2016-08-22 16:47:32.133
Start Assembly Line 3,151634005008,2016-08-24 08:44:41.503
Start Assembly Line 4,151634002159,2016-08-24 16:01:37.327
TouchUP Assembly Line 4,151634002159,2016-08-24 16:32:09.127
Start Assembly Line 3,151647001218,2016-11-21 10:27:04.720
Start Assembly Line 3,151647001219,2016-11-21 10:28:20.180
Start Assembly Line 3,151647001220,2016-11-21 10:29:54.637
Start Assembly Line 4,151648000800,2016-11-28 11:20:48.147
TouchUP Assembly Line 4,151648000800,2016-11-28 12:12:57.173
Start Assembly Line 3,151648001728,2016-11-28 12:25:23.540
Start Assembly Line 3,151508003724,2015-02-17 16:20:14.420
Start Assembly Line 3,151508003730,2015-02-17 16:26:45.377
Start Assembly Line 3,151507005049,2015-02-18 12:05:56.427
Start Assembly Line 3,151505001820,2015-02-24 08:43:17.297
TouchUP Assembly Line 1,151509004317,2015-02-26 11:28:07.863
Start Assembly Line 4,151517007784,2015-04-23 15:04:50.640
TouchUP Assembly Line 4,151517007784,2015-04-23 15:42:09.300
Start Assembly Line 4,151518003795,2015-04-24 09:09:11.410
Start Assembly Line 4,151518003802,2015-04-24 09:19:21.070
TouchUP Assembly Line 4,151518003795,2015-04-24 09:45:14.143
TouchUP Assembly Line 4,151518003802,2015-04-24 10:09:26.360
Start Assembly Line 3,151541002677,2015-10-09 13:23:12.150
Start Assembly Line 4,151540000660,2015-10-12 08:18:53.720
TouchUP Assembly Line 4,151540000660,2015-10-12 09:00:04.503
Start Assembly Line 3,151543005004,2015-10-13 16:00:44.677
TouchUP Assembly Line 1,151547008460,2015-11-20 10:18:37.567
Start Assembly Line 3,151548008171,2015-11-20 16:16:53.320
TouchUP Assembly Line 4,151602007740,2016-01-18 10:19:28.737
Start Assembly Line 4,151603000576,2016-01-18 13:44:22.060
Start Assembly Line 4,151603000592,2016-01-18 14:06:59.870
TouchUP Assembly Line 4,151603000576,2016-01-18 14:17:58.407
TouchUP Assembly Line 4,151603000592,2016-01-18 14:39:08.707
Start Assembly Line 4,151603005677,2016-01-21 08:44:41.180
TouchUP Assembly Line 4,151603005677,2016-01-21 09:16:54.970
TouchUP Assembly Line 1,151603005390,2016-01-22 11:08:09.093
TouchUP Assembly Line 1,151603005395,2016-01-22 11:12:04.067
Start Assembly Line 4,151603007169,2016-01-25 09:01:14.890
TouchUP Assembly Line 4,151603007169,2016-01-25 09:33:30.340
Start Assembly Line 3,151610005584,2016-03-10 11:34:23.310
Start Assembly Line 4,151611003366,2016-03-10 12:19:14.040
TouchUP Assembly Line 4,151611003366,2016-03-10 13:49:25.770
Start Assembly Line 4,151617005264,2016-04-28 12:24:43.910
TouchUP Assembly Line 4,151617005264,2016-04-28 12:54:55.070
Start Assembly Line 4,151617005313,2016-04-28 13:28:55.830
TouchUP Assembly Line 4,151617005313,2016-04-28 13:59:18.720
Start Assembly Line 4,151617002199,2016-05-02 07:14:13.013
TouchUP Assembly Line 4,151617002199,2016-05-02 07:45:36.320
TOUCH UP ALL,151706005940,2017-02-08 11:56:37.703
TOUCH UP ALL,151706005886,2017-02-08 12:23:17.800
TOUCH UP ALL,151706005886,2017-02-08 12:24:15.070
manual read,151536008212,2017-02-08 15:42:07.000
TOUCH UP ALL,151706008131,2017-02-10 13:45:37.747
TOUCH UP ALL,151706008131,2017-02-10 13:46:05.310
TOUCH UP ALL,151705006197,2017-02-10 15:03:40.897
TOUCH UP ALL,151508003724,2015-02-17 17:26:18.110
TOUCH UP ALL,151508003730,2015-02-18 09:51:38.263
TOUCH UP ALL,151507005049,2015-02-18 13:50:18.680
TOUCH UP ALL,151505001820,2015-02-24 09:33:31.310
TOUCH UP ALL,151509004317,2015-02-26 11:52:21.340
TOUCH UP ALL,151517007784,2015-04-24 08:20:57.433
TOUCH UP ALL,151518003802,2015-04-24 10:23:25.937
TOUCH UP ALL,151518003795,2015-04-24 16:59:29.440
manual read,151514003017,2015-06-15 08:12:37.000
TOUCH UP ALL,151541002677,2015-10-09 14:16:08.033
TOUCH UP ALL,151540000660,2015-10-12 14:03:58.713
TOUCH UP ALL,151543005004,2015-10-13 16:52:36.407
TOUCH UP ALL,151547008460,2015-11-20 10:34:18.990
TOUCH UP ALL,151548008171,2015-11-20 17:10:59.837
TOUCH UP ALL,151602007740,2016-01-18 10:32:23.133
TOUCH UP ALL,151603000576,2016-01-18 14:31:44.857
TOUCH UP ALL,151603000592,2016-01-18 14:53:04.283
TOUCH UP ALL,151603005677,2016-01-21 09:32:54.657
TOUCH UP ALL,151603005390,2016-01-22 11:17:53.633
TOUCH UP ALL,151603005395,2016-01-22 13:05:07.167
TOUCH UP ALL,151603007169,2016-01-25 09:55:27.200
TOUCH UP ALL,151610005584,2016-03-10 12:36:08.200
TOUCH UP ALL,151617005264,2016-04-28 13:11:08.687
TOUCH UP ALL,151617005264,2016-04-28 13:13:41.863
TOUCH UP ALL,151617005313,2016-04-28 14:11:31.347
TOUCH UP ALL,151617005313,2016-04-28 14:12:25.353
TOUCH UP ALL,151617002199,2016-05-02 08:06:50.120
TOUCH UP ALL,151617002199,2016-05-02 08:10:08.153
TOUCH UP ALL,151618001716,2016-05-02 09:37:16.930
TOUCH UP ALL,151618001716,2016-05-02 09:38:15.757
TOUCH UP ALL,151618003673,2016-05-04 15:11:21.717
TOUCH UP ALL,151618003673,2016-05-04 15:15:47.387
TOUCH UP ALL,151618000199,2016-05-05 14:45:14.537
TOUCH UP ALL,151618000199,2016-05-05 14:46:43.670
TOUCH UP ALL,151618006283,2016-05-05 20:19:11.673
TOUCH UP ALL,151618006283,2016-05-06 06:06:34.347
TOUCH UP ALL,151618006289,2016-05-06 06:07:01.087
TOUCH UP ALL,151618006289,2016-05-06 06:23:44.553
TOUCH UP ALL,151618006296,2016-05-06 06:26:29.460
TOUCH UP ALL,151618006296,2016-05-06 06:30:06.483
TOUCH UP ALL,151624004402,2016-06-20 10:55:07.370
manual read,151547002279,2016-06-24 08:39:32.000
TOUCH UP ALL,151624006262,2016-06-24 16:28:42.740
TOUCH UP ALL,151629005370,2016-07-21 08:58:45.590
TOUCH UP ALL,151629005370,2016-07-21 09:03:12.410
TOUCH UP ALL,151506006770,2015-02-06 09:43:32.323
TOUCH UP ALL,151511002283,2015-03-06 11:35:50.643
TOUCH UP ALL,151510006908,2015-04-29 10:41:54.127
TOUCH UP ALL,151504005921,2015-04-30 08:07:19.470
TOUCH UP ALL,151518000523,2015-04-30 09:15:50.807
TOUCH UP ALL,151520005974,2015-05-13 10:26:43.417
TOUCH UP ALL,151520005953,2015-05-13 11:02:28.620
TOUCH UP ALL,151527001705,2015-06-30 11:38:34.660
TOUCH UP ALL,151527002038,2015-07-01 12:09:44.577
TOUCH UP ALL,151530008135,2015-09-02 11:09:55.910
TOUCH UP ALL,151535005646,2015-09-02 13:52:05.710
TOUCH UP ALL,151546009737,2015-11-30 11:11:08.807
TOUCH UP ALL,151549004654,2015-12-02 15:11:03.813
manual read,151518000523,2015-12-03 11:25:05.000
TOUCH UP ALL,151549005409,2015-12-09 09:08:16.727
TOUCH UP ALL,151604009861,2016-02-01 09:11:06.403
manual read,151547008404,2016-03-10 12:54:09.000
TOUCH UP ALL,151612002504,2016-03-29 08:38:01.873
TOUCH UP ALL,151612002548,2016-03-29 09:48:44.747
TOUCH UP ALL,151619003154,2016-05-10 11:31:14.690
TOUCH UP ALL,151619003154,2016-05-10 11:32:24.653
TOUCH UP ALL,151619003186,2016-05-10 12:17:10.367
TOUCH UP ALL,151619003186,2016-05-10 12:17:57.720
TOUCH UP ALL,151619002915,2016-05-11 11:02:57.843
TOUCH UP ALL,151619002915,2016-05-11 11:03:15.100
TOUCH UP ALL,151619003075,2016-05-12 09:55:32.833
TOUCH UP ALL,151619003075,2016-05-12 09:56:21.087
TOUCH UP ALL,151619003112,2016-05-12 10:41:48.523
TOUCH UP ALL,151619003112,2016-05-12 10:42:37.857
TOUCH UP ALL,151620005964,2016-05-18 12:34:06.440
TOUCH UP ALL,151626002427,2016-06-29 14:24:46.853
TOUCH UP ALL,151624005357,2016-07-01 08:35:30.300
TOUCH UP ALL,151627003303,2016-07-04 08:43:19.410
TOUCH UP ALL,151627002984,2016-07-05 09:49:32.670
TOUCH UP ALL,151634002322,2016-08-26 10:38:31.017
TOUCH UP ALL,151634002322,2016-08-26 10:40:38.087
TOUCH UP ALL,151634009025,2016-08-26 16:03:50.720
TOUCH UP ALL,151634009112,2016-08-26 17:10:12.493
SrtManGood,151634009112,2016-08-26 21:17:52.370
TOUCH UP ALL,151635003875,2016-08-29 16:10:32.847
TOUCH UP ALL,151635007594,2016-08-31 09:26:28.797
TOUCH UP ALL,151635007514,2016-09-02 08:10:23.007
TOUCH UP ALL,151641008269,2016-10-11 11:07:48.353
TOUCH UP ALL,151641008276,2016-10-11 11:11:48.387
TOUCH UP ALL,151445002753,2014-11-14 08:01:26.570
TOUCH UP ALL,151503000880,2015-01-15 10:01:04.187
TOUCH UP ALL,151451007511,2015-01-20 08:25:16.890
TOUCH UP ALL,151507006397,2015-02-12 15:11:27.617
TOUCH UP ALL,151504005921,2015-02-12 15:20:56.497
TOUCH UP ALL,151514003017,2015-04-02 10:10:45.503
TOUCH UP ALL,151514004732,2015-04-03 14:36:36.177
manual read,151517007784,2015-06-08 09:57:55.000
manual read,151514004732,2015-06-09 09:36:11.000
TOUCH UP ALL,151531010848,2015-07-31 14:49:50.080
TOUCH UP ALL,151540002357,2015-10-02 09:58:06.017
TOUCH UP ALL,151540005452,2015-10-07 10:45:39.587
TOUCH UP ALL,151552004532,2015-12-22 16:43:55.257
TOUCH UP ALL,151601001345,2016-01-08 09:24:30.183
TOUCH UP ALL,151602004653,2016-01-11 08:47:25.167
TOUCH UP ALL,151602005571,2016-01-14 11:44:30.497
TOUCH UP ALL,151602006172,2016-01-15 09:03:41.897
TOUCH UP ALL,151602006221,2016-01-15 11:37:48.660
TOUCH UP ALL,151602005226,2016-01-15 16:33:45.847
TOUCH UP ALL,151603000429,2016-01-18 08:27:04.307
TOUCH UP ALL,151614006689,2016-04-20 14:08:39.590
TOUCH UP ALL,151616006678,2016-04-21 09:44:48.617
TOUCH UP ALL,151616004631,2016-04-22 08:36:19.797
TOUCH UP ALL,151617001057,2016-04-27 10:49:36.527
TOUCH UP ALL,151617001057,2016-04-27 10:50:35.890
TOUCH UP ALL,151621006929,2016-06-01 13:43:53.723
TOUCH UP ALL,151623001177,2016-06-10 11:18:39.310
SrtManGood,151623001177,2016-06-10 11:51:23.653
TOUCH UP ALL,151621007351,2016-06-10 14:22:04.450
TOUCH UP ALL,151621007351,2016-06-10 14:22:29.447
TOUCH UP ALL,151621007376,2016-06-10 14:53:16.633
TOUCH UP ALL,151621007376,2016-06-10 14:54:40.457
TOUCH UP ALL,151623003871,2016-06-14 10:47:41.687
TOUCH UP ALL,151629004698,2016-08-01 14:00:26.930
TOUCH UP ALL,151629004698,2016-08-01 14:00:57.467
TOUCH UP ALL,151634004877,2016-08-23 14:58:13.280
TOUCH UP ALL,151639002561,2016-09-26 12:17:44.523
TOUCH UP ALL,151639002561,2016-09-26 12:19:19.993
TOUCH UP ALL,151634001711,2016-09-26 16:20:49.650
TOUCH UP ALL,151634001711,2016-09-26 16:21:13.773
manual read,151518003802,2016-09-30 09:31:03.000
manual read,151518003795,2016-09-30 09:30:50.000
TOUCH UP ALL,151646004085,2016-11-18 09:48:44.093
TOUCH UP ALL,151647001470,2016-11-22 10:37:27.547
TOUCH UP ALL,151706001396,2017-02-03 12:07:50.060
TOUCH UP ALL,151706001396,2017-02-03 12:09:26.350
TOUCH UP ALL,151641006696,2016-10-14 12:13:09.043
TOUCH UP ALL,151641006696,2016-10-14 12:13:27.643
TOUCH UP ALL,151641006697,2016-10-14 12:14:09.107
TOUCH UP ALL,151641006697,2016-10-14 12:14:27.760
TOUCH UP ALL,151648001025,2016-11-30 11:57:13.000
TOUCH UP ALL,151648008195,2016-12-02 08:53:33.637
TOUCH UP ALL,151648008195,2016-12-02 08:55:49.443
TOUCH UP ALL,151648007434,2016-12-02 09:29:03.990
TOUCH UP ALL,151647005439,2016-12-06 10:23:56.337
TOUCH UP ALL,151647005439,2016-12-06 10:24:41.490
SrtManGood,151647005439,2016-12-06 11:06:45.283
TOUCH UP ALL,151649002675,2016-12-07 09:01:26.110
TOUCH UP ALL,151706003478,2017-02-07 12:37:54.873
SrtAutoGood,151705001882,2017-01-31 09:15:42.510
SrtAutoGood,151705001879,2017-01-31 12:14:05.460
SrtAutoGood,151638003642,2016-10-12 20:50:26.863
Start Assembly Line 2,151641005673,2016-10-13 12:02:16.230
SrtAutoGood,151641005673,2016-10-13 15:49:11.040
SrtAutoGood,151641006682,2016-10-14 11:49:57.860
SrtAutoGood,151648008201,2016-12-02 09:02:43.847
SrtAutoGood,151648002452,2016-12-06 15:59:45.817
SrtAutoGood,151706001190,2017-02-06 10:11:23.480
SrtAutoGood,151706001176,2017-02-07 15:14:01.753
SrtAutoGood,151706008935,2017-02-08 11:09:29.327
SrtAutoGood,151706005940,2017-02-08 11:59:23.580
SrtAutoGood,151706005886,2017-02-08 12:26:20.170
manual read,151503000880,2015-01-23 00:28:31.000
SrtAutoGood,151508003724,2015-02-17 17:27:52.113
SrtAutoGood,151508003730,2015-02-18 09:53:10.477
SrtAutoGood,151507005049,2015-02-18 13:51:48.400
Sorter HOLD,151505001820,2015-02-24 09:34:56.997
SrtAutoGood,151509004317,2015-02-26 11:54:30.370
SrtAutoGood,151517007784,2015-04-24 08:23:28.597
SrtAutoGood,151518003802,2015-04-24 10:24:54.467
SrtAutoGood,151518003795,2015-04-24 17:01:04.023
SrtAutoGood,151514003017,2015-06-15 13:59:14.857
Start Assembly Line 2,151530008135,2015-09-02 10:36:56.260
StrangerManGood,151540000626,2015-10-09 09:59:48.010
StrangerManGood,151540000640,2015-10-09 11:54:12.013
SrtAutoGood,151541002677,2015-10-09 14:17:53.793
