SERIALNUMBER,SERVICEAREA,SERVICETYPE,SYMPTOMCODE
371432004843,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
151706001396,ITA_009 : DISTRETTO 9,Standard Repair,Control panel display fault - NA
151641008823,ITA_092 : DISTRETTO 5,Standard Repair,Accessories / components / parts - broke
371032701658,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Turntable not rotating - NOT AVOID - NA
371421021174,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
403110149,ITA_092 : DISTRETTO 5,Installation,Automatic programs duration time
703221210,ITA_009 : DISTRETTO 9,Installation,Component is dented / damaged
151722004385,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151544001480,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151641006696,ITA_0MI : LAB_MI,Standard Repair,It doesn't cook
151728006299,ITA_092 : DISTRETTO 5,Non funz 1°utilizzo,Not assigned
371317700198,ITA_017 : DISTRETTO 3,Complex Repair,Accessories / components / parts - broke
151549010398,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't work
151703005670,ITA_0MI : LAB_MI,Standard Repair,Oven light dims
502205544,ITA_088 : DISTRETTO 7,Standard Repair,Emergency cut-out triggers
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
151711004686,ITA_017 : DISTRETTO 3,Built In Free Test,Appliance safety check / check-up - NA
151537001508,ITA_092 : DISTRETTO 5,Installation,Accessories / components / parts - broke
605090183,ITA_088 : DISTRETTO 7,Installation,Too noisy
151721006122,ITA_043 : DISTRETTO 2,Installation,Turntable not rotating - NOT AVOID - NA
421648000852,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
421416002410,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
151646004085,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
611020058,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
603210402,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
371002700684,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Oven does not switch on
151637008929,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
999999999,ITA_030 : DISTRETTO 1,Installation,Requires Connection / Installation ( Con
151734003467,ITA_043 : DISTRETTO 2,Installation,Requires Connection / Installation ( Con
703100016,ITA_008 : DISTRETTO 8,Installation,Steam from the door
151715001309,ITA_088 : DISTRETTO 7,Installation,F2E1 on display
151721004726,ITA_017 : DISTRETTO 3,Standard Repair,Touch screen has no sensitivity
151623001807,ITA_030 : DISTRETTO 1,Installation,Error code (write in text) NA - NA
708314953,ITA_092 : DISTRETTO 5,Installation,Accessories / components / parts - broke
421517001517,ITA_006 : DISTRETTO 4,Installation,Requires Connection / Installation ( Con
151634002159,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151616004547,ITA_092 : DISTRETTO 5,Standard Repair,Error code (write in text) NA - NA
151731006760,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151544000070,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151607005752,ITA_006 : DISTRETTO 4,Built In Free Test,Appliance safety check / check-up - NA
151635004005,ITA_006 : DISTRETTO 4,Installation,Error code (write in text) NA - NA
703220034,ITA_0MI : LAB_MI,Standard Repair,Turntable not rotating - NOT AVOID - NA
151728006316,ITA_043 : DISTRETTO 2,Standard Repair,Appliance dented / damaged
151649002675,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
707150329,ITA_030 : DISTRETTO 1,Installation,Appliance dented / damaged
151618005207,ITA_088 : DISTRETTO 7,Standard Repair,Radio interference with other appliances
151728005816,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
141550010252,ITA_088 : DISTRETTO 7,Standard Repair,Cooking not evenly
602030088,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
151728010634,ITA_0MI : LAB_MI,Standard Repair,Error code (write in text) NA - NA
151730008246,ITA_092 : DISTRETTO 5,Installation,Oven does not switch on
151108006445,ITA_017 : DISTRETTO 3,Installation,Error code (write in text) NA - NA
151710001772,ITA_092 : DISTRETTO 5,Standard Repair,Fan is very noisy - NA
151736006288,ITA_088 : DISTRETTO 7,Standard Repair,Fan/light/turntable still ON after cooki
151634009522,ITA_030 : DISTRETTO 1,Built In Free Test,Connection - NA
Not assigned,ITA_009 : DISTRETTO 9,Special Authorizatio,F2E1 on display
151702005520,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
708101045,ITA_006 : DISTRETTO 4,Installation,Requires Connection / Installation ( Con
151721005314,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151719000688,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151540002385,ITA_071 : DISTRETTO 6,Standard Repair,F2E1 on display
408070137,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
601190018,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
151730009904,ITA_006 : DISTRETTO 4,Installation,Requires Connection / Installation ( Con
151701000576,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151620007085,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151603000429,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151617005327,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151715004776,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Not assigned
151704004675,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
702110522,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
704180542,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
704181012,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
704181072,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
704181075,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
999999999,ITA_0MI : LAB_MI,Installation,Oven does not switch on
151543005058,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
611250068,ITA_009 : DISTRETTO 9,Product Substitution,NO-DISPLAY
421507003880,ITA_017 : DISTRETTO 3,Product Substitution,F2E1 on display
151631005465,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
151552002227,ITA_017 : DISTRETTO 3,Standard Repair,Noise: from rotating plate
15154401705,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
Not assigned,ITA_017 : DISTRETTO 3,Product Substitution,Touch screen has no sensitivity
608181083,ITA_043 : DISTRETTO 2,Product Substitution,Accessories / components / parts - broke
703221220,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Error code (write in text) NA - NA
702100072,ITA_0MI : LAB_MI,Standard Repair,Oven does not heat
409012504,ITA_006 : DISTRETTO 4,Product Substitution,Automatic programs duration time
703220017,ITA_017 : DISTRETTO 3,Product Substitution,Appliance dented / damaged
605270456,ITA_071 : DISTRETTO 6,Product Substitution,Oven does not heat
703080262,ITA_017 : DISTRETTO 3,Product Substitution,Accessories / components / parts - broke
151539006817,ITA_092 : DISTRETTO 5,Standard Repair,Error code (write in text) NA - NA
612056050,ITA_088 : DISTRETTO 7,Product Substitution,Accessories / components / parts - broke
371221702431,ITA_006 : DISTRETTO 4,Standard Repair,Control panel display fault - NA
609200088,ITA_092 : DISTRETTO 5,Product Substitution,Oven does not switch on
151630008782,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151635009126,ITA_043 : DISTRETTO 2,Standard Repair,Emergency cut-out triggers
410150016,ITA_071 : DISTRETTO 6,Product Substitution,Oven does not switch on
702039162,ITA_0MI : LAB_MI,Standard Repair,It doesn't cook
151725007165,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
371207701394,ITA_088 : DISTRETTO 7,Standard Repair,Turntable not rotating - NOT AVOID - NA
601050249,ITA_043 : DISTRETTO 2,Standard Repair,Error code (write in text) NA - NA
999999999,ITA_043 : DISTRETTO 2,Product Substitution,Control panel display fault - NA
421637001170,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151621006937,ITA_017 : DISTRETTO 3,Standard Repair,F2E1 on display
151703003885,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not switch on
604050831,ITA_092 : DISTRETTO 5,Product Substitution,Radio interference with other appliances
507081304,ITA_006 : DISTRETTO 4,Product Substitution,Outer glass broken - PREORD - NA
502025345,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151722002278,ITA_071 : DISTRETTO 6,Product Substitution,Oven does not switch on
151648000800,ITA_0MI : LAB_MI,Standard Repair,Component is dented / damaged
704180926,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
410160089,ITA_0MI : LAB_MI,Product Substitution,Control panel display fault - NA
151605008573,ITA_0MI : LAB_MI,Product Substitution,Touch screen has no sensitivity
302240316,ITA_0MI : LAB_MI,Complex Repair,Oven does not heat
611056657,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
701100146,ITA_006 : DISTRETTO 4,Standard Repair,Touch screen has no sensitivity
151703006090,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
151719001851,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151722005184,ITA_017 : DISTRETTO 3,Standard Repair,F2E1 on display
151611002247,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151722004495,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't work
151725008449,ITA_017 : DISTRETTO 3,Product Substitution,Touch screen has no sensitivity
151507003688,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
999999999,ITA_071 : DISTRETTO 6,Standard Repair,Error code (write in text) NA - NA
151713004586,ITA_0MI : LAB_MI,Standard Repair,Control panel display fault - NA
371436004841,ITA_043 : DISTRETTO 2,Standard Repair,Error code (write in text) NA - NA
Not assigned,ITA_088 : DISTRETTO 7,Standard Repair,Outer glass broken - PREORD - NA
151727001322,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
506239853,ITA_088 : DISTRETTO 7,Product Substitution,Accessories / components / parts - broke
507080646,ITA_030 : DISTRETTO 1,Standard Repair,Too noisy
503090008,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not heat
705029175,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
311147895,ITA_0MI : LAB_MI,R+1 Std (Maytag),Touch screen has no sensitivity
603114040,ITA_030 : DISTRETTO 1,Product Substitution,Oven does not switch on
151722006087,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
151627003317,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151602000314,ITA_0MI : LAB_MI,Standard Repair,Error code (write in text) NA - NA
608181083,ITA_043 : DISTRETTO 2,Installation,Accessories / components / parts - broke
151520001115,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
999999999,ITA_009 : DISTRETTO 9,Standard Repair,Fan
508030194,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not heat
151710006674,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
107273333,ITA_030 : DISTRETTO 1,Standard Repair,Plate doesn't turn
371350003501,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
510130202,ITA_088 : DISTRETTO 7,Installation,IN-Fault code on display / Alarm
151648002452,ITA_043 : DISTRETTO 2,Dif da Logistica WH,Not assigned
151616006679,ITA_071 : DISTRETTO 6,Standard Repair,It does not start
151544000103,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not switch on
512140067,ITA_008 : DISTRETTO 8,Product Substitution,Control panel display fault - NA
151714001360,ITA_092 : DISTRETTO 5,Standard Repair,Error code (write in text) NA - NA
371404000975,ITA_043 : DISTRETTO 2,Complex Repair,It doesn't work
604051157,ITA_009 : DISTRETTO 9,Product Substitution,It doesn't cook
421644002748,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
371407000072,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
508030750,ITA_008 : DISTRETTO 8,Product Substitution,Oven does not switch on
703220465,ITA_009 : DISTRETTO 9,Installation,Accessories / components / parts - broke
151707000174,ITA_006 : DISTRETTO 4,Product Substitution,Fan is very noisy - NA
151723009216,ITA_006 : DISTRETTO 4,Product Substitution,Touch screen has no sensitivity
507290631,ITA_030 : DISTRETTO 1,Standard Repair,Accessories / components / parts - broke
151714003726,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
421715001338,ITA_071 : DISTRETTO 6,Standard Repair,Automatic programs duration time
701100173,ITA_008 : DISTRETTO 8,Product Substitution,Unpleasant smell from the appliance
610148328,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
705059983,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
151247004917,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
208243245,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Oven does not heat
151724005511,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
151518003792,ITA_017 : DISTRETTO 3,Standard Repair,Fan is very noisy - NA
203080872,ITA_017 : DISTRETTO 3,R+1 Std (Maytag),Control panel display fault - NA
151704004790,ITA_043 : DISTRETTO 2,Standard Repair,Turntable not rotating - NOT AVOID - NA
601257931,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
410100048,ITA_008 : DISTRETTO 8,Product Substitution,Oven does not switch on
605275169,ITA_0MI : LAB_MI,Standard Repair,Too noisy
151627003303,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
151723008225,ITA_030 : DISTRETTO 1,Standard Repair,Touch screen has no sensitivity
151716006577,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
371033701241,ITA_006 : DISTRETTO 4,Standard Repair,Plate doesn't turn
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
609100537,ITA_071 : DISTRETTO 6,Installation,Oven does not switch on
151737010359,ITA_092 : DISTRETTO 5,Installation,Oven does not switch on
151630008255,ITA_092 : DISTRETTO 5,Installation,Too noisy
371038306665,ITA_009 : DISTRETTO 9,Standard Repair,Oven does not heat
151722004464,ITA_006 : DISTRETTO 4,Standard Repair,Fan is very noisy - NA
151633004577,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
221510000001,ITA_071 : DISTRETTO 6,Installation,F2E1 on display
151705001882,ITA_088 : DISTRETTO 7,Installation,Control panel display fault - NA
107040002,ITA_008 : DISTRETTO 8,Installation,Oven does not switch on
151520005953,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151722002265,ITA_088 : DISTRETTO 7,Standard Repair,Error code (write in text) NA - NA
381326006272,ITA_017 : DISTRETTO 3,Standard Repair,Steam from the door
151637000634,ITA_017 : DISTRETTO 3,Standard Repair,WH-DOOR on display
704112145,ITA_0MI : LAB_MI,Standard Repair,Automatic programs duration time
151711006770,ITA_008 : DISTRETTO 8,Installation,NO-DISPLAY
999999999,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't cook
151735003166,ITA_092 : DISTRETTO 5,Non funz 1°utilizzo,Not assigned
151728010652,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151722005192,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
371407000041,ITA_043 : DISTRETTO 2,Standard Repair,Error code (write in text) NA - NA
999999999,ITA_008 : DISTRETTO 8,Installation,Control panel display fault - NA
151725008756,ITA_0MI : LAB_MI,Complex Repair,Not assigned
151615009604,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
703174295,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
371205300102,ITA_071 : DISTRETTO 6,Installation,Oven does not switch on
151706008131,ITA_071 : DISTRETTO 6,Installation,Touch screen has no sensitivity
606106169,ITA_088 : DISTRETTO 7,Installation,Control panel display fault - NA
151723006012,ITA_043 : DISTRETTO 2,Standard Repair,Error code (write in text) NA - NA
151703007720,ITA_009 : DISTRETTO 9,Non funz 1°utilizzo,Not assigned
151636001170,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
151721000915,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
507290627,ITA_030 : DISTRETTO 1,Product Substitution,Accessories / components / parts - broke
612146666,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not switch on
151720004673,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151634006177,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
606030096,ITA_043 : DISTRETTO 2,Installation,Turnplate turns in both directions
610148302,ITA_030 : DISTRETTO 1,Standard Repair,NO-DISPLAY
151537003027,ITA_009 : DISTRETTO 9,Standard Repair,It does not start
151729008372,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't cook
151651000453,ITA_017 : DISTRETTO 3,Standard Repair,Microwave metal cage doesn't work
371140308116,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Control panel display fault - NA
605030460,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
999999999,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
310200122,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Close
151719006804,ITA_092 : DISTRETTO 5,Standard Repair,NO-DISPLAY
505150499,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151718003313,ITA_088 : DISTRETTO 7,Product Substitution,Error code (write in text) NA - NA
604050518,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
410210451,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
507080956,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151715002149,ITA_009 : DISTRETTO 9,Standard Repair,Error code (write in text) NA - NA
151709005890,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
421613002491,ITA_071 : DISTRETTO 6,Standard Repair,It doesn't cook
151725009829,ITA_006 : DISTRETTO 4,Product Substitution,Oven does not switch on
151728010634,ITA_0MI : LAB_MI,Product Substitution,Error code (write in text) NA - NA
151607007801,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
221718000002,ITA_088 : DISTRETTO 7,Product Substitution,Too noisy
151703005940,ITA_017 : DISTRETTO 3,Standard Repair,Touch screen has no sensitivity
371135700313,ITA_017 : DISTRETTO 3,Standard Repair,WH-Light and fan ON together
370841701089,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Oven does not switch on
504010189,ITA_017 : DISTRETTO 3,Installation,Touch screen has no sensitivity
706084153,ITA_017 : DISTRETTO 3,Standard Repair,Touch screen has no sensitivity
221,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
151710006679,ITA_092 : DISTRETTO 5,Standard Repair,Automatic programs duration time
701100447,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
601050254,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151736006245,ITA_030 : DISTRETTO 1,Standard Repair,Appliance dented / damaged
151602005610,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
151603000592,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
421612146381,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
151741012721,ITA_088 : DISTRETTO 7,Installation,Requires Connection / Installation ( Con
151527002038,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
605270456,ITA_071 : DISTRETTO 6,Installation,Oven does not heat
151544000103,ITA_017 : DISTRETTO 3,Installation,Oven does not switch on
151725009829,ITA_006 : DISTRETTO 4,Installation,Oven does not switch on
371248306342,ITA_0MI : LAB_MI,R+1 Std (Maytag),It doesn't cook
151742007916,ITA_017 : DISTRETTO 3,Installation,Touch screen has no sensitivity
508030750,ITA_008 : DISTRETTO 8,Installation,Oven does not switch on
151722002278,ITA_071 : DISTRETTO 6,Installation,Oven does not switch on
151617005313,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
611215052,ITA_008 : DISTRETTO 8,Standard Repair,Fan is very noisy - NA
421325013934,ITA_088 : DISTRETTO 7,Standard Repair,Unpleasant smell from the appliance
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151646000957,ITA_006 : DISTRETTO 4,Standard Repair,Cooking not evenly
151702005269,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
705150516,ITA_071 : DISTRETTO 6,Product Substitution,Error code (write in text) NA - NA
151616004705,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
991631009131,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
371432002731,ITA_006 : DISTRETTO 4,Standard Repair,It does not start
151701000524,ITA_043 : DISTRETTO 2,Complex Repair,It doesn't work
151737010359,ITA_092 : DISTRETTO 5,Standard Repair,Accessories / components / parts - broke
151703005916,ITA_0MI : LAB_MI,Standard Repair,Control panel display fault - NA
151723009199,ITA_071 : DISTRETTO 6,Product Substitution,It doesn't cook
505062255,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
507290627,ITA_030 : DISTRETTO 1,Installation,Accessories / components / parts - broke
151705006532,ITA_009 : DISTRETTO 9,Standard Repair,Accessories / components / parts - broke
370926301638,ITA_006 : DISTRETTO 4,R+1 Std (Maytag),Oven does not heat
606180434,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151720002066,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
371328700137,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151718003313,ITA_088 : DISTRETTO 7,Installation,Error code (write in text) NA - NA
701100242,ITA_008 : DISTRETTO 8,Product Substitution,Component is dented / damaged
Not assigned,ITA_0MI : LAB_MI,Special Authorizatio,Appliance safety check / check-up - NA
151708005655,ITA_009 : DISTRETTO 9,Standard Repair,Control panel display fault - NA
151638004766,ITA_088 : DISTRETTO 7,Standard Repair,Fan is very noisy - NA
151715010198,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
708294669,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
510120123,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151642005911,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
151540000660,ITA_043 : DISTRETTO 2,Built In Free Test,Appliance safety check / check-up - NA
151723009199,ITA_071 : DISTRETTO 6,Installation,It doesn't cook
151729006361,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151734003977,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151628004687,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
151725000725,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151631009018,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151546000521,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
151544001181,ITA_017 : DISTRETTO 3,Standard Repair,It does not start
602020228,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
504070170,ITA_088 : DISTRETTO 7,Standard Repair,F2E1 on display
706267675,ITA_088 : DISTRETTO 7,Standard Repair,Emergency cut-out triggers
151731002947,ITA_043 : DISTRETTO 2,Standard Repair,It does not start
151734003472,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151611002438,ITA_006 : DISTRETTO 4,Standard Repair,Burnt fuse
421308014067,ITA_009 : DISTRETTO 9,Standard Repair,Oven does not heat
151621004119,ITA_030 : DISTRETTO 1,Product Substitution,Not assigned
371424009768,ITA_009 : DISTRETTO 9,Standard Repair,It does not start
151734000776,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
702121084,ITA_008 : DISTRETTO 8,Standard Repair,Oven light dims
999999999,ITA_092 : DISTRETTO 5,Standard Repair,Component is dented / damaged
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151704000226,ITA_088 : DISTRETTO 7,Standard Repair,F2E1 on display
151724000901,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
151602000314,ITA_0MI : LAB_MI,Standard Repair,F2E1 on display
151731006506,ITA_009 : DISTRETTO 9,Special Authorizatio,Oven does not heat
141312005694,ITA_071 : DISTRETTO 6,Standard Repair,It doesn't switch ON / no heat
603114040,ITA_030 : DISTRETTO 1,Installation,Oven does not switch on
151706003535,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
371433700800,ITA_009 : DISTRETTO 9,Standard Repair,Oven does not heat
151714003673,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
370737701134,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Oven does not heat
604051157,ITA_009 : DISTRETTO 9,Installation,It doesn't cook
391548021071,ITA_006 : DISTRETTO 4,Standard Repair,Too noisy
151719006834,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
421610003715,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151741012708,ITA_030 : DISTRETTO 1,Installation,Requires Connection / Installation ( Con
151620007164,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
702030453,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151738003955,ITA_017 : DISTRETTO 3,Installation,Requires Connection / Installation ( Con
203020126,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
151729002581,ITA_030 : DISTRETTO 1,Standard Repair,WH-DOOR on display
602100204,ITA_088 : DISTRETTO 7,Standard Repair,Connection - NA
151634009522,ITA_030 : DISTRETTO 1,Standard Repair,Oven light dims
606090273,ITA_030 : DISTRETTO 1,Installation,Requires Connection / Installation ( Con
141738003881,ITA_088 : DISTRETTO 7,Special Authorizatio,Requires Connection / Installation ( Con
408110017,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
151714003734,ITA_017 : DISTRETTO 3,Standard Repair,Fan is very noisy - NA
151716006595,ITA_017 : DISTRETTO 3,Standard Repair,Touch screen has no sensitivity
151725108762,ITA_006 : DISTRETTO 4,No accessories,Not assigned
421422005329,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't cook
151711004695,ITA_030 : DISTRETTO 1,Special Authorizatio,Touch screen has no sensitivity
371014700917,ITA_017 : DISTRETTO 3,Standard Repair,Requires Connection / Installation ( Con
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Control panel display fault - NA
704112145,ITA_0MI : LAB_MI,Standard Repair,Cooking not evenly
151638000876,ITA_030 : DISTRETTO 1,Standard Repair,Fan/light/turntable still ON after cooki
151535010219,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
151714000521,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
702038992,ITA_043 : DISTRETTO 2,Standard Repair,F2E1 on display
151719001851,ITA_043 : DISTRETTO 2,Installation,Requires Connection / Installation ( Con
151713003389,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151634004877,ITA_043 : DISTRETTO 2,Complex Repair,Oven does not heat
151606009251,ITA_0MI : LAB_MI,Standard Repair,Oven does not heat
704181086,ITA_030 : DISTRETTO 1,Product Substitution,NO-DISPLAY
151719001852,ITA_017 : DISTRETTO 3,Built In Free Test,Appliance safety check / check-up - NA
701097309,ITA_071 : DISTRETTO 6,Standard Repair,Plate doesn't turn
999999999,ITA_071 : DISTRETTO 6,Installation,Requires Connection / Installation ( Con
371040305801,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
341707000041,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
